item_id,source_item_id,source_row,title,riddle_text,solution_text,target_word,network_target_word,network_target_aliases,mechanism_type,mechanism_summary,surface_misdirection,hidden_premise,anchor_candidates,cue_candidates,anchor_word,cue_word,target_anchor_bin,target_cue_bin,target_anchor_distance,target_cue_distance,target_anchor_prob,target_cue_prob,target_in_embedding,anchor_in_embedding,cue_in_embedding,target_kappa,target_theta,anchor_kappa,anchor_theta,cue_kappa,cue_theta,semantic_ready,quality_ready,quality_score,semantic_model_fit_score,known_story_risk,unsafe_content_flag,surface_leakage_risk,fantasy_flag,gore_flag,extreme_gore_flag,recommended_for_first_pass,recommended_for_stage1,recommended_for_stage2,source_url,license_note,difficulty_raw,difficulty_numeric,manual_keep,manual_comment,suggested_stage,ethics_filter_version,stage1_design_version,original_suggested_stage,target_cue_score_mean,anchor_cue_distance,anchor_cue_prob_mean,anchor_cue_score_mean,stage1_anchor_relation_goal,stage1_cue_selection_relaxed
spx_0034,splat_0034,33,让座,公交车上，凯特想给一位刚上车的女士让座，但那位女士很尴尬地拒绝了。为什么？,小凯特坐在爸爸的腿上，她让座意味着爸爸也得站起来。,约束,约束,,physical_constraint,The act of giving up a seat involves a physical constraint affecting another person.,The woman is simply refusing a seat out of politeness or embarrassment.,"Kate is sitting on her father's lap, so giving up her seat would require him to stand.",座位,尴尬|爸爸|站立|腿上|礼貌|拒绝|公交车|女士,座位,追踪,near,high,186.59021421133215,66.22840802709916,0.0030720200409935,0.009594654258780594,True,True,True,159.357,0.238908,155.632,1.8608,91.4782,6.18372,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,5/10 MEDIUM,5,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,66.0,392.85774571238903,0.0013508395103059476,52.0,far,False
spx_0396,splat_0396,395,不是神父,一个男人娶了一个姐妹。他是怎么做到的？他不是神父、牧师或传教士。,他娶了一位修女。在中文里，“修女”有时也被称为“姐妹”，比如“玛丽姐妹”。,修女,修女,,social_script_violation,"The man married a nun, who is referred to as 'sister'.",The man cannot marry because he is not a priest.,Nuns can marry under certain interpretations of their role.,神父,姐妹|婚姻|宗教|誓言|修女|角色|解释,神父,角色,near,far,0.0214619723334194,729.760804114681,0.9859093659236676,0.0006815290208808,True,True,True,78.0797,4.81316,68.1066,4.81312,112.281,0.772245,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,4/10 MEDIUM,4,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0280,splat_0280,279,一夜之后,一个男人走进他的房间，睡了一晚。第二天早上，他离开了，再也没有回来。这是怎么回事？,这个男人正在度假。他在一家民宿预订了一个房间。他讨厌他度假的地方，所以再也没有回来。,度假,度假,,perspective_shift,The man dislikes the vacation location.,The man left his room for an unknown reason.,The man is on vacation and chose not to return due to dissatisfaction.,房间,不喜欢|旅行|停留|返回|假期|住宿|决定,房间,返回,near,mid,21.2668722856616,435.9622888317768,0.0329034956075229,0.001204116605447,True,True,True,172.256,2.67282,420.179,2.13334,107.483,6.12705,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,3/10 EASY,3,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0151,splat_0151,150,星期五,一个牛仔在星期五骑马进城，在镇上住了一晚，然后在星期五离开。这是怎么回事？,他的马名叫星期五。,马,马,,temporal_misdirection,The cowboy's horse is named Friday.,The cowboy arrives and departs on a day named Friday.,The name of the horse is the key to understanding the situation.,星期五,名字|牛仔|镇|到达|离开|马|日子,星期五,风暴,mid,high,435.5143268281757,58.738148567640536,0.0012054846472036,0.010941558356656231,True,True,True,301.614,3.8042,64.0915,0.853552,110.781,3.11634,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,3/10 EASY,3,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,67.0,909.3166123314157,0.0005344441130805698,45.0,far,False
spx_0166,splat_0166,165,鞋类创新,国王乔治四世（1763-1830）在1820年至1830年间统治英格兰。他并非杰出的统治者，却以鞋类潮流引领者著称。他的鞋子与同时代人的鞋子有根本不同。人人都喜欢这项创新，如今它已成为普遍做法，但在当时却并非如此。这是什么创新？,这位国王是第一个穿左右脚区分鞋子的人。在此之前，所有鞋子都是左右脚通用的。,鞋子,鞋子,,category_shift,the differentiation of shoes for left and right feet,the innovation is related to the style or design of shoes,"shoes were previously made to fit either foot, not specifically designed for left or right",潮流,左脚|右脚|区分|设计|创新|历史变化|舒适|风格,潮流,区分,near,mid,8.746941865840567,242.84224782259892,0.0833070202657586,0.0022972813847223,True,True,True,330.314,2.64556,133.683,2.78093,92.8732,0.0345733,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,7/10 HARD,7,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0051,splat_0051,50,村里的傻子,游客们来到一个风景优美的山村，常常被村里的傻子逗乐。当给他选择一枚闪亮的5角硬币和一张皱巴巴的5元钞票时，他总是高兴地选择5角硬币。钞票的价值是硬币的十倍，为什么他从不选钞票呢？,这个所谓的傻子其实很聪明，他意识到只要他一直选择5角硬币，人们就会不断给他选择的机会。如果他一旦拿了5元钞票，硬币就会停止流入。,策略,策略,,role_reversal,The fool is strategically maximizing his gains by choosing the lower value item.,The fool does not understand the value of money.,Choosing the coin allows him to continue receiving more coins from tourists.,硬币,价值|选择|机会|收益|游客|钱|聪明|决策,硬币,游客,near,mid,180.5804957923977,319.3840369653163,0.0031849140679927,0.0016978225702372,True,True,True,134.558,0.347474,148.003,1.60789,117.312,2.11444,True,True,85.0,100.0,low,low,medium,False,False,False,True,False,True,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,3/10 EASY,3,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage2,,,,,,
spx_0628,splat_0628,627,免费的钱,切尔西走到一辆停着的出租车前，递给司机20美元，然后走开了。她为什么要这么做？,切尔西迷路了，她付钱给出租车司机，让他带路到目的地。她开着自己的车跟在出租车后面。,引导,引导,,hidden_rule,Using a taxi as a guide while driving behind it.,Chelsea is paying for a taxi ride.,Chelsea is lost and needs directions to her destination.,出租车,迷路|方向|跟随|驾驶|目的地|付款,出租车,跟随,mid,low,244.7772748366639,264.92227053216214,0.0022772528053433,0.0002090873978580177,True,True,True,126.287,0.647009,97.0797,1.69878,100.18,5.75551,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,5/10 MEDIUM,5,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,39.0,653.1929733812739,0.0007703353392499462,48.0,far,False
spx_0823,splat_0823,822,消失的手镯,吉尔匆匆沿着走廊去洗手间。当她回到教室时，发现手镯不见了。手镯原本戴得很紧，这怎么可能？,吉尔的手镯有一个磁性搭扣，在走廊里被吸到了某个金属储物柜上。她急着去洗手间，完全没有察觉。,磁铁,磁铁,,physical_constraint,The bracelet was attracted to a metal locker due to its magnetic clasp.,The bracelet must have fallen off due to being worn too loosely.,The bracelet has a magnetic clasp that can attach to metal surfaces.,手镯,金属|搭扣|吸引|储物柜|消失|走廊|紧,手镯,吸引,near,low,86.26701879739703,728.4019504152094,0.007180188276822,6.833541937712122e-05,True,True,True,54.9918,2.17906,89.4646,2.32781,172.64,4.60273,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,31.0,420.25264201591557,0.0012539270927092044,52.0,far,False
spx_0901,splat_0901,900,罗马的鹰,在古罗马，一只鹰飞过街道，所有人都躲进屋里，把门窗关紧锁好。为什么？,因为在古罗马文化中，鹰是权力的象征，同时也被视为暴风雨来临的预兆。人们看到鹰飞过，就知道暴风雨要来了，所以赶紧回家关好门窗。,暴风雨,暴风雨,,social_script_violation,Cultural symbolism leads to a protective behavior.,The eagle is a dangerous animal that prompts fear.,"In ancient Roman culture, the eagle signifies an impending storm.",鹰,象征|保护|天气|文化|恐惧,鹰,天气,near,high,169.44575476654256,4.898591983206945,0.0034163507804529,0.01696141783704119,True,True,True,112.94,3.11778,108.707,3.8469,417.737,3.03678,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,70.0,50.90094852205795,0.012795038220087372,68.0,near,False
spx_0943,splat_0943,942,作曲,一个人要为派对创作一首古典乐曲。他望向窗外，突然有了灵感，看到了某样东西，给了他乐曲的开头。他看到了什么？,他看到五只乌鸦停在五根电话线上，就像五线谱上的音符，从而获得了乐曲开头的灵感。,音符,音符,,perspective_shift,visual inspiration from a natural arrangement,the composer is looking for abstract musical ideas,the arrangement of crows resembles musical notation,灵感,乌鸦|电话线|音乐|创作|排列,灵感,乌鸦,mid,far,358.1665518816674,579.3081331098736,0.0014960303725691,0.0008795931709479,True,True,True,69.3005,1.93586,175.412,0.409898,127.491,3.72972,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,7/10 HARD,7,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage2,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,,,,,,
spx_0416,splat_0416,415,长队,进入一家知名俱乐部的队伍大约有十米长。一小时后，队伍完全消失了。而其他晚上，队伍每小时只缩短约三分之一米。为什么这次队伍消失得这么快？,俱乐部关门了，所有人都回家了。,关门,关门,,temporal_misdirection,"The club closed, causing the queue to disappear quickly.",The queue is disappearing due to normal waiting behavior.,The club's closure prompted everyone to leave the queue.,队伍,俱乐部|消失|等待|时间|人|关闭|离开,队伍,恭贺,mid,low,253.0911179337223,1390.6433179978058,0.002194855871459,0.00033416513885412886,True,True,True,123.789,2.17186,154.076,0.480029,38.0503,4.46758,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,4/10 MEDIUM,4,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,42.0,1117.2403226264544,0.00042565002704956654,44.0,far,False
spx_0777,splat_0777,776,我在哪里 2,你发现自己位于东京和里约热内卢之间；距离墨西哥城和莫斯科差不多远。阿尔伯特·爱因斯坦在你左边等着，准备解释他的相对论。你右边不远处，詹姆斯·瓦特希望向你讲述他发明蒸汽机的故事。约翰·斯坦贝克和艾萨克·巴什维斯·辛格俯身在你上方，争相吸引你的注意。你的周围环境是常规且功能性的。有一个方面很突出：一件家具——在典型家庭中通常有2到3件——在这里重复出现了数百次。这是什么家具，你在哪里？,答案是书架。场景是图书馆，通常有几十或几百个书架。你站在非虚构类“S”字母开头的书架前。,书架,书架,,category_shift,The setting is a library where bookshelves are abundant.,The location is a geographical space between two cities.,The environment is a library filled with bookshelves.,东京,图书馆|书籍|书架|阅读|非虚构|作者|知识,东京,慢跑,near,mid,54.0032022298926,418.94105302867473,0.0119944568651231,0.001258263544288935,True,True,True,123.82,2.14075,85.456,1.94048,66.7813,3.35487,True,True,85.0,100.0,low,low,medium,False,False,False,True,True,False,https://github.com/chenqi008/LateralThinking,SPLAT releases the compiled dataset from publicly accessible websites; keep attribution and avoid redistributing raw text outside research materials without checking downstream license.,6/10 MEDIUM,6,,"adult low-risk auto-selected; excludes self-harm, graphic bodily harm, sexual violence, lethal weapons/poison/explosion, minor-sensitive content, high-arousal crime/accident, supernatural/fantasy, and unpleasant bodily/waste terms",stage1,adult_low_risk_v3,balanced_stage1_v2_relabel_20260725,stage1,52.0,707.145403792549,0.0007056554553399306,47.0,far,False
